COD-FAMILIAR-FAM;RENDA-MEDIA;LOCALIDADE;UNIDADE_DE_ATENDMENTO;COD-AGUA-CANALIZADA-FAM;COD-ABASTE-AGUA-DOMIC-FAM;COD-BANHEIRO-DOMIC-FAM;COD-ESCOA-SANITARIO-DOMIC-FAM;COD-DESTINO-LIXO-DOMIC-FAM;COD-ILUMINACAO-DOMIC-FAM;COD-CALCAMENTO-DOMIC-FAM
6169;512;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6170;83;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
6171;477;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
6172;229;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
6173;0;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
6174;450;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;2;1;1;1
6175;4;ALTO DA MANGUEIRA;ANTONIO JUSTA;2;1;1;3;1;3;1
6176;673;TIMBO;TIMBO;1;1;1;1;1;1;1
6177;5;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6178;96;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6179;0;CENTRO;JEREISSATI;1;1;1;1;1;2;1
6180;0;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
6181;22;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6182;0;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;1;1;1;3
6183;100;TIMBO;TIMBO;1;1;1;1;1;1;1
6184;499;ALTO ALEGRE I;ACARACUZINHO;1;4;1;3;1;1;1
6185;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6186;276;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;3;1;1;1
6187;38;VILA BURITI;ACARACUZINHO;1;1;1;3;1;1;1
6188;0;PAJUCARA;PAJUCARA;1;1;1;1;1;3;1
6189;398;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6190;954;MARACANANZINHO;PIRATININGA;1;1;1;1;1;1;1
6191;1045;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6192;499;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;2
6193;16;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
6194;50;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;3
6195;366;TIMBO;TIMBO;1;1;1;1;1;1;1
6196;0;TIMBO;TIMBO;1;1;1;1;1;1;1
6197;311;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
6198;0;CENTRO;JEREISSATI;1;1;1;1;1;1;1
6199;588;INDUSTRIAL;PAJUCARA;1;2;1;1;1;1;1
6200;75;PARQUE TIJUCA;MUCUNA;1;1;1;3;2;1;1
6201;100;TIMBO;TIMBO;1;1;1;1;1;1;1
6202;354;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
6203;0;TIMBO;TIMBO;1;1;1;1;1;1;1
6204;25;ANTONIO JUSTA;ANTONIO JUSTA;2;4;1;3;1;3;3
6205;505;MUCUNA;MUCUNA;1;1;1;3;1;1;1
6206;477;TIMBO;TIMBO;1;1;1;1;1;1;1
6207;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6208;190;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6209;332;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
6210;696;SIQUEIRA;PARQUE SAO JOAO;1;1;1;2;1;1;1
6211;120;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
6212;133;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
6213;550;TIMBO;TIMBO;1;1;2;;1;1;1
6214;25;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
6215;366;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
6216;465;TIMBO;TIMBO;1;1;1;1;1;1;1
6217;66;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
6218;366;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6219;20;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;3
6220;22;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
6221;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
6222;0;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
6223;0;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6224;650;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6225;0;BOA VISTA;JEREISSATI;2;4;1;3;1;1;2
6226;733;TIMBO;TIMBO;1;1;1;1;1;1;1
6227;152;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6228;212;CIDADE NOVA;PAJUCARA;1;1;1;3;1;1;1
6229;124;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6230;275;TIMBO;TIMBO;1;1;1;1;1;1;1
6231;95;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6232;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6233;50;LUZARDO VIANA;MUCUNA;1;1;1;2;1;1;2
6234;404;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;1;1;1;3
6235;275;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6236;0;BELA VISTA;JEREISSATI;1;1;1;3;1;1;1
6237;0;OLHO DAGUA;INDIGENA;1;1;1;3;1;1;1
6238;120;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6239;550;VILA BURITI;ACARACUZINHO;1;1;1;1;1;1;1
6240;66;PAJUCARA;PAJUCARA;1;1;1;1;2;1;1
6241;1100;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6242;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6243;357;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
6244;160;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6245;937;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
6246;954;ESPLANADA DO MONDUBIM;PAJUCARA;1;1;1;3;1;1;1
6247;30;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
6248;293;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
6249;66;PAJUCARA;PAJUCARA;1;1;1;3;1;1;3
6250;299;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
6251;19;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;2
6252;366;VILA DA PAZ;ACARACUZINHO;1;1;1;3;1;1;2
6253;444;JACANAU;MUCUNA;1;1;1;1;1;1;1
6254;163;MENINO JESUS DE PRAGA;JARDIM BANDEIRANTES;1;1;1;3;1;1;2
6255;50;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
6256;172;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6257;0;ALTO DA MANGUEIRA;ANTONIO JUSTA;2;4;1;3;1;1;1
6258;25;FURNA DA ONCA;ANTONIO JUSTA;1;1;1;1;1;1;1
6259;100;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6260;147;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6261;755;TIMBO;TIMBO;1;1;1;1;1;1;1
6262;10;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;1;1
6263;630;TIMBO;TIMBO;1;1;1;1;1;1;1
6264;53;JARI;PARQUE SAO JOAO;1;1;1;3;1;1;1
6265;710;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
6266;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6267;125;OLHO DAGUA;JEREISSATI;1;1;1;3;1;1;1
6268;56;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
6269;606;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6270;522;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6271;75;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
6272;0;VILA DA PAZ;ACARACUZINHO;1;1;1;1;1;3;1
6273;125;VILA DA PAZ;ACARACUZINHO;1;1;1;3;1;1;1
6274;1100;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6275;33;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6276;133;TIMBO;TIMBO;1;1;1;1;1;1;1
6277;152;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6278;150;CENTRO;JEREISSATI;1;1;1;1;1;1;1
6279;100;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6280;102;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6281;116;TIMBO;TIMBO;1;1;1;1;1;1;1
6282;366;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6283;115;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;3
6284;1100;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6285;277;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6286;198;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6287;72;TIMBO;TIMBO;2;4;1;1;1;6;1
6288;87;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
6289;50;PAJUCARA;PAJUCARA;1;1;1;3;1;3;3
6290;250;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
6291;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6292;0;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;3;1;1;1
6293;106;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;1;1;1
6294;100;SANTO SATIRO;ACARACUZINHO;1;1;1;1;1;1;1
6295;0;PAJUCARA;PAJUCARA;1;1;1;1;1;5;1
6296;0;JARDIM MARAVILHA;ACARACUZINHO;2;4;1;3;1;1;1
6297;696;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6298;1045;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6299;400;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6300;1;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;4;1;1;1;1;1
6301;24;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6302;150;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6303;477;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6304;300;BELA VISTA;JEREISSATI;1;1;1;3;1;1;1
6305;200;JARDIM MARAVILHA;ACARACUZINHO;1;1;1;3;1;1;1
6306;0;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
6307;200;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6308;0;ESPLANADA DO MONDUBIM;PAJUCARA;1;1;1;3;1;1;1
6309;366;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6310;12;LUZARDO VIANA;MUCUNA;1;1;1;1;1;1;1
6311;202;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;1;1;1
6312;404;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6313;300;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6314;100;CENTRO;JEREISSATI;1;1;1;3;1;1;2
6315;187;PIRATININGA;PIRATININGA;1;1;1;1;1;1;1
6316;0;JEREISSATI II;JEREISSATI;1;1;1;3;1;1;1
6317;366;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
6318;348;TIMBO;TIMBO;1;1;1;1;1;1;1
6319;0;PAJUCARA;PAJUCARA;1;2;1;3;1;1;1
6320;653;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
6321;100;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6322;313;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;1
6323;550;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6324;550;ALTO ALEGRE I;ACARACUZINHO;1;4;1;3;1;3;3
6325;0;MUCUNA;MUCUNA;1;1;1;3;1;1;1
6326;100;TIMBO;TIMBO;1;1;1;1;1;1;1
6327;1045;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
6328;954;PARQUE TIJUCA;MUCUNA;1;1;1;3;1;1;3
6329;937;PAJUCARA;JARDIM BANDEIRANTES;1;2;1;3;1;1;1
6330;998;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6331;120;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6332;52;VILA DA PAZ;ACARACUZINHO;1;1;1;3;1;1;1
6333;1045;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6334;25;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;2;3;2
6335;530;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
6336;488;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6337;468;TIMBO;TIMBO;1;1;1;1;1;1;1
6338;11;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
6339;66;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6340;83;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6341;550;CENTRO;JEREISSATI;1;1;1;1;1;1;1
6342;366;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6343;800;TIMBO;TIMBO;1;1;1;1;1;1;1
6344;676;TIMBO;TIMBO;1;1;1;1;1;1;1
6345;0;HORTO;JEREISSATI;1;4;1;1;1;1;1
6346;157;JACANAU;MUCUNA;1;1;1;1;1;6;1
6347;299;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6348;606;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6349;150;TIMBO;TIMBO;1;1;1;1;1;1;1
6350;40;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;3;1;1;1
6351;150;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
6352;60;TIMBO;TIMBO;1;1;1;1;1;1;1
6353;150;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6354;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6355;233;PAJUCARA;PAJUCARA;1;1;1;1;1;1;3
6356;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6357;550;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6358;400;PAJUCARA;PAJUCARA;2;2;1;1;1;1;1
6359;83;CENTRO;JEREISSATI;1;1;1;3;1;1;1
6360;458;TIMBO;TIMBO;1;1;1;1;1;1;1
6361;167;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6362;229;ALTO ALEGRE I;ACARACUZINHO;1;1;1;2;1;1;1
6363;87;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
6364;50;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6365;200;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6366;766;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
6367;133;VILA DA PAZ;ACARACUZINHO;1;1;1;1;1;1;1
6368;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6369;73;TIMBO;TIMBO;1;1;1;1;1;1;1
6370;60;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6371;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6372;150;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
6373;75;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
6374;328;TIMBO;TIMBO;1;1;1;1;1;1;1
6375;0;PARQUE TIJUCA;MUCUNA;2;4;1;3;1;3;1
6376;0;PARQUE TIJUCA -RES AGUAS DE JACANA;ACARACUZINHO;1;1;1;1;1;1;1
6377;499;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
6378;366;TIMBO;TIMBO;1;1;1;1;1;1;1
6379;348;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6380;524;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
6381;163;JEREISSATI II;JEREISSATI;1;1;1;3;1;1;1
6382;0;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6383;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;2;1;1;1
6384;0;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;1;3;1
6385;1212;TIMBO;TIMBO;1;1;1;1;1;1;1
6386;348;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6387;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6388;40;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
6389;0;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
6390;150;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;3
6391;100;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
6392;166;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
6393;261;TIMBO;TIMBO;1;1;1;1;1;1;1
6394;80;TIMBO;TIMBO;1;1;1;1;1;1;1
6395;350;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6396;1100;VILA DA PAZ;ACARACUZINHO;1;1;1;1;1;3;1
6397;175;PAJUCARA;PAJUCARA;1;1;1;1;1;1;3
6398;300;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;1;1;1;1
6399;637;VILA BURITI;ACARACUZINHO;1;1;1;1;1;1;3
6400;229;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6401;0;CENTRO;JEREISSATI;1;1;1;1;1;1;1
6402;404;ALTO ALEGRE I;ACARACUZINHO;1;4;1;3;1;3;1
6403;366;TIMBO;TIMBO;1;1;1;1;1;1;1
6404;225;TIMBO;TIMBO;1;1;1;1;1;1;1
6405;1212;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6406;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6407;259;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
6408;646;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
6409;62;BOA VISTA;JEREISSATI;1;1;1;1;1;1;1
6410;25;JARI;PARQUE SAO JOAO;1;1;1;3;1;3;1
6411;406;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6412;2;PAJUCARA;PAJUCARA;1;1;1;3;1;1;3
6413;150;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6414;477;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6415;20;OLHO DAGUA;INDIGENA;1;1;1;3;1;1;1
6416;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;2;1;1;1
6417;1100;BOA VISTA;JEREISSATI;1;1;1;1;1;1;1
6418;100;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
6419;698;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6420;90;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6421;12;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
6422;184;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6423;275;CENTRO;JEREISSATI;1;1;1;1;1;1;1
6424;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6425;665;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6426;499;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
6427;954;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6428;21;CENTRO;JEREISSATI;2;4;1;1;1;3;1
6429;318;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6430;550;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6431;503;TIMBO;TIMBO;1;1;1;1;1;1;1
6432;3;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6433;83;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6434;404;PARQUE TIJUCA;MUCUNA;1;1;1;1;1;1;2
6435;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6436;0;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
6437;0;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
6438;606;VILA BURITI;ACARACUZINHO;1;1;1;3;1;1;1
6439;75;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;2;1;2
6440;0;JEREISSATI I;TIMBO;1;4;1;1;1;3;1
6441;0;PAJUCARA;PAJUCARA;1;4;1;1;1;1;1
6442;0;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;1;1;1;3
6443;77;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6444;0;JEREISSATI II;JEREISSATI;1;2;1;1;1;1;1
6445;0;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
6446;0;PAJUCARA;JARDIM BANDEIRANTES;1;4;1;3;1;1;1
6447;80;OLHO DAGUA;INDIGENA;2;3;1;3;1;1;1
6448;191;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
6449;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6450;150;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6451;0;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
6452;66;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
6453;31;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6454;0;MARACANANZINHO;PIRATININGA;1;1;1;1;1;1;1
6455;441;TIMBO;TIMBO;1;1;1;1;1;1;1
6456;0;MUCUNA;MUCUNA;1;1;1;3;1;1;1
6457;100;HORTO;INDIGENA;1;1;1;3;1;1;1
6458;248;CENTRO;JEREISSATI;1;1;1;1;1;1;1
6459;381;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6460;638;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6461;550;JACANAU;MUCUNA;1;1;1;1;1;1;1
6462;125;VILA DA PAZ;ACARACUZINHO;1;1;1;1;1;1;1
6463;600;TIMBO;TIMBO;1;1;1;1;1;1;1
6464;0;PARQUE TIJUCA;MUCUNA;1;3;1;2;1;1;2
6465;120;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
6466;0;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
6467;0;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
6468;550;TIMBO;TIMBO;1;1;1;1;1;1;1
6469;100;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6470;1045;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
6471;954;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
6472;548;VILA BURITI;ACARACUZINHO;1;1;1;3;1;1;1
6473;0;PAJUCARA;JARDIM BANDEIRANTES;1;4;1;3;1;3;3
6474;75;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6475;0;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;4;2;1;2
6476;413;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6477;0;BOA VISTA;JEREISSATI;1;1;1;1;1;3;1
6478;0;JEREISSATI II;JEREISSATI;2;2;1;1;1;1;1
6479;0;JARI;PARQUE SAO JOAO;1;1;1;3;1;1;2
6480;0;TIMBO;TIMBO;1;1;1;1;1;1;1
6481;103;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
6482;733;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6483;348;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6484;22;MUCUNA;MUCUNA;1;1;1;3;1;1;1
6485;200;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6486;954;BOA ESPERANCA;PAJUCARA;1;1;1;3;1;1;1
6487;733;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6488;200;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6489;265;BOA ESPERANCA;PAJUCARA;1;1;1;3;1;1;1
6490;332;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6491;200;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;3
6492;1100;TIMBO;TIMBO;1;1;1;1;1;1;1
6493;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;2;1;1;1
6494;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6495;0;PAJUCARA;PAJUCARA;1;1;1;1;1;3;1
6496;1212;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6497;13;PAJUCARA;PAJUCARA;1;2;1;3;1;1;1
6498;606;JEREISSATI I;TIMBO;2;1;1;1;1;1;1
6499;348;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;2;1;3;3
6500;348;TIMBO;TIMBO;1;1;1;1;1;1;1
6501;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6502;318;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
6503;116;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
6504;133;JEREISSATI II;JEREISSATI;2;4;2;;1;1;1
6505;60;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
6506;14;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;1
6507;0;JEREISSATI II;JEREISSATI;2;4;1;1;1;1;1
6508;998;CENTRO;JEREISSATI;1;1;1;1;1;1;1
6509;825;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
6510;1212;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6511;316;CENTRO;JEREISSATI;1;1;1;1;1;1;1
6512;200;JEREISSATI II;JEREISSATI;1;1;1;2;1;1;1
6513;66;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6514;40;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6515;0;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
6516;175;TIMBO;TIMBO;1;1;1;1;1;1;1
6517;1212;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
6518;252;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6519;0;CAGADO;MUCUNA;1;1;1;2;1;1;1
6520;279;PAU SERRADO;MUCUNA;1;1;1;3;1;1;1
6521;25;FURNA DA ONCA;ANTONIO JUSTA;1;1;1;1;1;1;1
6522;937;TIMBO;TIMBO;1;1;1;1;1;1;1
6523;125;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6524;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6525;0;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6526;116;JARDIM MARAVILHA;ACARACUZINHO;1;1;1;3;1;1;1
6527;100;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;3;3
6528;97;JACANAU;MUCUNA;1;1;1;3;1;2;3
6529;250;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
6530;440;TIMBO;TIMBO;1;1;1;1;1;1;1
6531;50;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6532;220;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6533;100;JACANAU;MUCUNA;1;1;1;3;1;1;1
6534;550;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
6535;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;4;1;6;1;6;3
6536;166;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;3;1
6537;249;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6538;550;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6539;150;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6540;500;TIMBO;TIMBO;1;1;1;1;1;1;1
